"util-deprecate@1.0.2";"Copyright (c) 2014 Nathan Rajlich <nathan@tootallnate.net>";"MIT"
"mousetrap@1.6.1";"Copyright (c) Craig Campbell";"Apache-2.0"
"prop-types@15.6.0";"Copyright (c) 2013-present, Facebook, Inc.";"MIT"
"fbjs@0.8.16";"Copyright (c) 2013-present, Facebook, Inc.";"MIT"
"core-js@1.2.7";"Copyright (c) 2015 Denis Pushkarev";"MIT"
"isomorphic-fetch@2.2.1";"Copyright (c) 2015 Matt Andrews";"MIT"
"node-fetch@1.7.3";"Copyright (c) 2016 David Frank";"MIT"
"encoding@0.1.12";"Copyright (c) 2012-2014 Andris Reinman";"MIT"
"iconv-lite@0.4.19";"Copyright (c) 2011 Alexander Shtuchkin";"MIT"
"is-stream@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"whatwg-fetch@2.0.3";"Copyright (c) 2014-2016 GitHub, Inc.";"MIT"
"promise@7.3.1";"Copyright (c) 2014 Forbes Lindesay";"MIT"
"asap@2.0.6";"Copyright 2009–2014 Contributors. All rights reserved.";"MIT"
"setimmediate@1.0.5";"Copyright (c) 2012 Barnesandnoble.com, llc, Donavon West, and Domenic Denicola";"MIT"
"ua-parser-js@0.7.17";"Copyright © 2012-2016 Faisal Salman <fyzlman@gmail.com>";"(GPL-2.0 OR MIT)"
"loose-envify@1.3.1";"Copyright (c) 2015 Andres Suarez <zertosh@gmail.com>";"MIT"
"js-tokens@3.0.2";"Copyright (c) 2014, 2015, 2016, 2017 Simon Lydell";"MIT"
"object-assign@4.1.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"react@16.2.0";"Copyright (c) 2013-present, Facebook, Inc.";"MIT"
"react-ace@5.8.0";"Copyright (c) 2014 James Hrisho";"MIT"
"brace@0.11.0";"Copyright 2013 Thorsten Lorenz. ";"MIT"
"lodash.get@4.4.2";"Copyright jQuery Foundation and other contributors <https://jquery.org/> Copyright and related rights for sample code are waived via CC0. Sample";"MIT"
"lodash.isequal@4.5.0";"Copyright JS Foundation and other contributors <https://js.foundation/> Copyright and related rights for sample code are waived via CC0. Sample";"MIT"
"react-chrome-redux@1.4.0";"Copyright (c) 2016 Tyler Shaddix";"MIT"
"lodash@4.17.4";"Copyright JS Foundation and other contributors <https://js.foundation/> Copyright and related rights for sample code are waived via CC0. Sample";"MIT"
"react-dom@16.2.0";"Copyright (c) 2013-present, Facebook, Inc.";"MIT"
"react-popup@0.8.0";"Copyright (c) 2014 Minutemailer AB";"MIT"
"react-redux@5.0.6";"Copyright (c) 2015-present Dan Abramov";"MIT"
"hoist-non-react-statics@2.3.1";"Copyright (c) 2015, Yahoo! Inc. All rights reserved.";"BSD-3-Clause"
"invariant@2.2.2";"Copyright (c) 2016, Andres Suarez";"BSD-3-Clause"
"lodash-es@4.17.4";"Copyright JS Foundation and other contributors <https://js.foundation/> Copyright and related rights for sample code are waived via CC0. Sample";"MIT"
"react-timeago@3.4.3";"Copyright (c) 2014 Naman Goel";"MIT"
"react-toggle-button@2.2.0";"Copyright (c) 2016 Gavin Owens";"MIT"
"react-motion@0.5.2";"Copyright (c) 2015 React Motion authors";"MIT"
"performance-now@0.2.0";"Copyright (c) 2013 Meryn Stol";"MIT"
"raf@3.4.0";"Copyright (c) Chris Dickinson";"MIT"
"performance-now@2.1.0";"Copyright (c) 2013 Braveg1rl";"MIT"
"redux@3.7.2";"Copyright (c) 2015-present Dan Abramov";"MIT"
"symbol-observable@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com) Copyright (c) Ben Lesh <ben@benlesh.com>";"MIT"
"showdown@1.8.4";"Showdown Copyright (c) 2007, John Fraser Original Markdown copyright (c) 2004, John Gruber";"BSD-3-Clause"
"yargs@10.0.3";"Copyright 2010 James Halliday (mail@substack.net) Modified work Copyright 2014 Contributors (ben@npmjs.com)";"MIT"
"cliui@3.2.0";"Copyright (c) 2015, Contributors";"ISC"
"string-width@1.0.2";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"code-point-at@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"is-fullwidth-code-point@1.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"number-is-nan@1.0.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"strip-ansi@3.0.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"ansi-regex@2.1.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"wrap-ansi@2.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"string-width@1.0.2";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"decamelize@1.2.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"find-up@2.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"locate-path@2.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"p-locate@2.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"p-limit@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"path-exists@3.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"get-caller-file@1.0.2";"Copyright (c) Stefan Penner";"ISC"
"os-locale@2.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"execa@0.7.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"cross-spawn@5.1.0";"Copyright (c) 2014 IndigoUnited";"MIT"
"lru-cache@4.1.1";"Copyright (c) Isaac Z. Schlueter and Contributors";"ISC"
"pseudomap@1.0.2";"Copyright (c) Isaac Z. Schlueter and Contributors";"ISC"
"yallist@2.1.2";"Copyright (c) Isaac Z. Schlueter and Contributors";"ISC"
"shebang-command@1.2.0";"Copyright (c) Kevin Martensson <kevinmartensson@gmail.com> (github.com/kevva)";"MIT"
"shebang-regex@1.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"which@1.3.0";"Copyright (c) Isaac Z. Schlueter and Contributors";"ISC"
"isexe@2.0.0";"Copyright (c) Isaac Z. Schlueter and Contributors";"ISC"
"get-stream@3.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"npm-run-path@2.0.2";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"path-key@2.0.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"p-finally@1.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"signal-exit@3.0.2";"Copyright (c) 2015, Contributors";"ISC"
"strip-eof@1.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"lcid@1.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"invert-kv@1.0.0";"Copyright (c) Sindre Sorhus";"MIT"
"mem@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"mimic-fn@1.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"require-directory@2.1.1";"Copyright (c) 2011 Troy Goode <troygoode@gmail.com>";"MIT"
"require-main-filename@1.0.1";"Copyright (c) 2016, Contributors";"ISC"
"set-blocking@2.0.0";"Copyright (c) 2016, Contributors";"ISC"
"string-width@2.1.1";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"is-fullwidth-code-point@2.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"strip-ansi@4.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"ansi-regex@3.0.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"which-module@2.0.0";"Copyright (c) 2016, Contributors";"ISC"
"y18n@3.2.1";"Copyright (c) 2015, Contributors";"ISC"
"yargs-parser@8.0.0";"Copyright (c) 2016, Contributors";"ISC"
"camelcase@4.1.0";"Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)";"MIT"
"uuid@3.1.0";"Copyright (c) 2010-2016 Robert Kieffer and other contributors";"MIT"
